Akun,Tweet,Label,Tweet_Tokens,Compound_Score,Sentiments,Subjectivity,Polarity,Analysis
https://twitter.com/yoonjiaaa_,tanyarlfes safa waluh kukus air putih ibu kkn desa penari template orang yang ngetawain dan ngejokes tentang sama paling gempar si audrey,netral,tanyarlfes safa waluh kukus air putih kkn desa tari template orang ngetawain ngejokes gempar si audrey,0.0,netral,0.0,0.0,netral
https://twitter.com/spillnder,tanyarlfes space safa waluh kukus kkn desa penari afi dan kepribadiannya gilang bungkus audrey dan naga imroatus ketok tembok lagi malu kali audrey masi banyak sih terutama yg horror tp gue lupa semuanya ada di like di akun satunya,netral,tanyarlfes space safa waluh kukus kkn desa tari afi pribadi gilang bungkus audrey naga imroatus ketok tembok malu kali audrey mas sih yg horror tp gue lupa like akun satu,-0.296,negatif,0.0,0.0,netral
https://twitter.com/xixjxix_,habisnontonfilm simplem jameschne brrti selama ini cerita kkn di desa penari itu hanya sebagai marketing ya huhuhu,netral,habisnontonfilm simplem jameschne brrti cerita kkn desa tari marketing ya huhuhu,0.0,netral,0.0,0.0,netral
https://twitter.com/Muybfdl,tanyarlfes thread sugar daddy yg dokter ama kkn di desa penari,netral,tanyarlfes thread sugar daddy yg dokter ama kkn desa tari,0.0,netral,0.0,0.0,netral
https://twitter.com/amaaabut,tanyarlfes kkn desa penari sii,netral,tanyarlfes kkn desa tari sii,0.0,netral,0.0,0.0,netral
https://twitter.com/chickenpopcorns,tanyarlfes lol cuma tau chatime skinnyfab kkn desa penari safa space sepatu docmart waluh kukus dama ika natassa yg mana yaa,netral,tanyarlfes lol tau chatime skinnyfab kkn desa tari safa space sepatu docmart waluh kukus dama ika natassa yg yaa,0.4215,positif,0.7,0.8,positif
https://twitter.com/fullminsuga,ragasea anxious people perca perca bahasa kkn di desa penari ivanna van dijk bonus divergent bonus prodigy healer damage zonauang zonajajan zonajajan zonaba,netral,ragasea anxious people perca perca bahasa kkn desa tari ivanna van dijk bonus divergent bonus prodigy healer damage zonauang zonajajan zonajajan zonaba,0.4215,positif,1.0,-0.25,negatif
https://twitter.com/rawmpok,he is bima kan yang kkn desa penari,netral,bima kkn desa tari,0.0,netral,0.0,0.0,netral
https://twitter.com/tabul_ian,tanyarlfes yang gua tau cuma waluh kukus kkn desa penari cowo kacamata safa space ternyata gua ga begitu aktif ya ,netral,tanyarlfes gua tau waluh kukus kkn desa tari cowo kacamata safa space gua ga aktif ya,0.0,netral,0.0,0.0,netral
https://twitter.com/merapi_uncover,plunyon kalikuning adlh destinasi wisata alam di kawasan taman nasional gunung merapi tngm yg memiliki pemandangan alam memesona namun destinasi ini belakangan ramai dibincangkan di media sosial lantaran menjadi salah satu lokasi syuting film kkn di desa penari megoodh https t co whp phjsif,positif,plunyon kalikuning adlh destinasi wisata alam kawasan taman nasional gunung rapi tngm yg milik pandang alam pesona destinasi ramai bincang media sosial lantar salah lokasi syuting film kkn desa tari megoodh https co whp phjsif,0.0,netral,0.0,0.0,netral
https://twitter.com/Cules53272244,tanyarlfes kkn desa penari,netral,tanyarlfes kkn desa tari,0.0,netral,0.0,0.0,netral
https://twitter.com/h4junw1fe_,kkn desa penari paling melekat wkwkwk,netral,kkn desa tari lekat wkwkwk,0.0,netral,0.0,0.0,netral
https://twitter.com/user12584,tanyarlfes kkn desa penari,netral,tanyarlfes kkn desa tari,0.0,netral,0.0,0.0,netral
https://twitter.com/babayshiteru_,tanyarlfes kkn desa penari perwakilan hwang renjun mbak nuri,netral,tanyarlfes kkn desa tari wakil hwang renjun mbak nuri,0.0,netral,0.0,0.0,netral
https://twitter.com/813bluesky,paling legend dan memoriable justiceforaudrey kkn desa penari mn bus l w space safa afi,netral,legend memoriable justiceforaudrey kkn desa tari mn bus l w space safa afi,0.4588,positif,0.0,0.0,netral
https://twitter.com/Dwiani_,tanyarlfes thread kkn desa penari woey merinding anj,netral,tanyarlfes thread kkn desa tari woey merinding anj,0.0,netral,0.0,0.0,netral
https://twitter.com/kelincigemoy,banyak bgtt tapi salah satu yang paling berkesan itu waktu zaman perang ht omnibus law trus ad kejadian gilang bungkus kkn desa penari waluh kukus natalie afi wot snmptn aduh banyak dah pokoknya kacauuu wkwk,positif,bgtt salah kesan zaman perang ht omnibus law trus ad jadi gilang bungkus kkn desa tari waluh kukus natalie afi wot snmptn aduh dah pokok kacauuu wkwk,0.0,netral,0.0,0.0,netral
https://twitter.com/anwaragent_07,thread kkn desa penari sih ,netral,thread kkn desa tari sih,0.0,netral,0.0,0.0,netral
https://twitter.com/kkamdry_20,tanyarlfes kkn desa penari,netral,tanyarlfes kkn desa tari,0.0,netral,0.0,0.0,netral
https://twitter.com/Maya_Cindiati,tanyarlfes space safa afi nihaya imroatus waluh kukus kkn desa penari,netral,tanyarlfes space safa afi nihaya imroatus waluh kukus kkn desa tari,0.0,netral,0.0,0.0,netral
https://twitter.com/cloudreamiesky,tanyarlfes justice for audrey kkn desa penari,netral,tanyarlfes justice audrey kkn desa tari,0.5267,positif,0.0,0.0,netral
https://twitter.com/achmadyusuft,tanyarlfes kkn di desa penari,netral,tanyarlfes kkn desa tari,0.0,netral,0.0,0.0,netral
https://twitter.com/officialhoony,safa maknya hwang renjun yg spill si chatime yg suka ngomong british lupa namanya siapa imroatus thread kkn desa penari sama yg terakhir asha yg punya kepribadian wkwk,netral,safa maknya hwang renjun yg spill si chatime yg suka ngomong british lupa nama imroatus thread kkn desa tari yg asha yg pribadi wkwk,0.0,netral,0.0,0.0,netral
https://twitter.com/ManojPunjabiCom,kkn di desa penari teaser coming soon https t co pq kd mmlh,netral,kkn desa tari teaser coming soon https co pq kd mmlh,-0.25,negatif,0.0,0.0,netral
https://twitter.com/Tita_TiO2,tanyarlfes perwakilan hwang renjun dan na jaemin yg dosennya kader g lk r imroatus mahasiswa alien kkn di desa penari gilang bungkus predator berkacamata terutama yg di inggris itu ngentiaw di depan ortu yg lagi sakit stroke,netral,tanyarlfes wakil hwang renjun na jaemin yg dosen kader g lk r imroatus mahasiswa alien kkn desa tari gilang bungkus predator kacamata yg inggris ngentiaw ortu yg sakit stroke,0.0,netral,0.75,-0.25,negatif
https://twitter.com/kxchunga,lafilledhvver astaghfirullah del wgwgwgwggwg aku kira kamu nyari lagunya karna udah tau kkn desa penari wgwgwggw,netral,lafilledhvver astaghfirullah del wgwgwgwggwg nyari lagu karna udah tau kkn desa tari wgwgwggw,0.0,netral,0.0,0.0,netral
https://twitter.com/lafilledhvver,kxchunga astg kkn desa penari lemot bgt otakku https t co tchpqddr w,netral,kxchunga astg kkn desa tari lot bgt otak https co tchpqddr w,0.0,netral,0.0,0.0,netral
https://twitter.com/anginapectorist,tanyarlfes waluh kukus safa vs na jaemin dan hwang renjun kkn desa penari,netral,tanyarlfes waluh kukus safa vs na jaemin hwang renjun kkn desa tari,0.0,netral,0.0,0.0,netral
https://twitter.com/171_haruto,kkn desa penari legend sih aku anak yg basic nya ga suka horor jadi baca sampe abis itu thread nya,positif,kkn desa tari legend sih anak yg basic nya ga suka horor baca sampe abis thread nya,0.0,netral,0.125,0.0,netral
https://twitter.com/goodlistener01,moviemenfes tahun kemaren desa penari jadi film terbaik sepanjang masa karena tayang pas lebaran jt penonton cuy harga per tiket rata rata rb rata rata pajak bioskop produser jadi kurleb produser untung kotor miliar,positif,moviemenfes kemaren desa tari film baik tayang pas lebaran jt tonton cuy harga tiket rb pajak bioskop produser kurleb produser untung kotor miliar,0.2263,positif,0.0,0.0,netral
https://twitter.com/milo_cookies,tanyarlfes kkn desa penari lah sampe jd film ter gegerrr,positif,tanyarlfes kkn desa tari sampe jd film ter gegerrr,0.0,netral,0.0,0.0,netral
https://twitter.com/PetirBaelish,dika ceanix tanyarlfes jujur lebih serem pocong ririn drpd kkn desa penari menurut gw i mean kyk manusia hidup tiba jadi pocong sambil gis dan loncat di tengah hutan,netral,dika ceanix tanyarlfes jujur rem pocong ririn drpd kkn desa tari gw mean kyk manusia hidup pocong gis loncat hutan,0.0,netral,0.6875,-0.3125,negatif
https://twitter.com/Fymzoo24,imroatus safa space lagi malu mf tali tambang ava mark ijo tosca afi nihaya sabrina waluh kukus kkn desa penari sama apalagi deh lupaaa,netral,imroatus safa space malu mf tali tambang ava mark ijo tosca afi nihaya sabrina waluh kukus kkn desa tari deh lupaaa,0.0,netral,0.0,0.0,netral
https://twitter.com/dayneseoul,tanyarlfes naren golkar pasti terus tukang bungkus kkn desa penari awal mula trit² horor famous sama yg malu di dinding,netral,tanyarlfes naren golkar tukang bungkus kkn desa tari trit horor famous yg malu dinding,0.0,netral,1.0,0.5,positif
https://twitter.com/itsyour_abe,tanyarlfes kkn desa penari sii kalo gw,positif,tanyarlfes kkn desa tari sii kalo gw,0.0,netral,0.0,0.0,netral
https://twitter.com/Anonimqone,tanyarlfes kkn desa penari,netral,tanyarlfes kkn desa tari,0.0,netral,0.0,0.0,netral
https://twitter.com/geonganhaeyo_,tanyarlfes thread kkn di desa penari,netral,tanyarlfes thread kkn desa tari,0.0,netral,0.0,0.0,netral
https://twitter.com/penghirupco2,tanyarlfes audrey safa waluh kukus kkn desa penari chatime gilang bungkus cowo kacamata dsb ,netral,tanyarlfes audrey safa waluh kukus kkn desa tari chatime gilang bungkus cowo kacamata dsb,0.0,netral,0.0,0.0,netral
https://twitter.com/PetirBaelish,rubyjeonn iya ih hampir sama kyk kkn desa penari trus skrg ada sewu dino dll,netral,rubyjeonn iya ih kyk kkn desa tari trus skrg sewu dino dll,0.0,netral,0.0,0.0,netral
https://twitter.com/soisologi,moviemenfes film dalam negeri jangan pesimis gitu coba liat kesuksesan kkn desa penari wkwk,negatif,moviemenfes film negeri pesimis gitu coba liat sukses kkn desa tari wkwk,0.0,netral,0.0,0.0,netral
https://twitter.com/pikocingg,tanyarlfes kasus ch time afi natalie space safa waluh kukus p c ng ririn kkn desa penari banyak sih tapi yang keinget itu wkwk,netral,tanyarlfes ch time afi natalie space safa waluh kukus p c ng ririn kkn desa tari sih keinget wkwk,0.0,netral,0.0,0.0,netral
https://twitter.com/givenchyholland,skinnyfabs digeeembok afi nihaya kkn desa penari arawinda trs apa lg ya ,netral,skinnyfabs digeeembok afi nihaya kkn desa tari arawinda trs lg ya,0.0,netral,0.0,0.0,netral
https://twitter.com/hmmpsgbgt,tanyarlfes thread kkn di desa penari,netral,tanyarlfes thread kkn desa tari,0.0,netral,0.0,0.0,netral
https://twitter.com/PetirBaelish,tanyarlfes anak twitter lama dah mengalami mbak bibit unggul amrazing vs sabrina joko anwar circle k triomacan pocong ririn waluh kukus air minum ibu chatime skinnyfab kkn desa penari ika natassa cowok kacamata safa space afi sepatu docmart grindr swindler,netral,tanyarlfes anak twitter dah alami mbak bibit unggul amrazing vs sabrina joko anwar circle k triomacan pocong ririn waluh kukus air minum chatime skinnyfab kkn desa tari ika natassa cowok kacamata safa space afi sepatu docmart grindr swindler,0.0,netral,0.0,0.0,netral
https://twitter.com/raineytaa,hahahahha itu thread kkn desa penari termasuk gak ya soalnya gue emg pernah baca dluan sebelum rame trs tbtb booming dibahas dmn mana,netral,hahahahha thread kkn desa tari gak ya gue emg baca dluan rame trs tbtb booming bahas dmn,0.0,netral,0.0,0.0,netral
https://twitter.com/xxxyutea,tanyarlfes waluh kukus kkn desa penari,netral,tanyarlfes waluh kukus kkn desa tari,0.0,netral,0.0,0.0,netral
https://twitter.com/oceanblue_xyz,tanyarlfes wot yang mereka wleowleo depan orang tua yang lagi sakit gilaaaa itu manusia beneran ga ada otak kalo keinget suka bikin sama ituuuu kkn desa penari,negatif,tanyarlfes wot wleowleo orang tua sakit gilaaaa manusia beneran ga otak kalo keinget suka bikin ituuuu kkn desa tari,0.0,netral,0.0,0.0,netral
https://twitter.com/sweetszal,intoaura di desa penari,netral,intoaura desa tari,0.0,netral,0.0,0.0,netral
https://twitter.com/khadeeja_amani,thread simpleman sama kkn desa penari mcm nk sama dgn pengabdi setan def gonna watch,netral,thread simpleman kkn desa tari mcm nk dgn abdi setan def gon na watch,0.0,netral,0.0,0.0,netral
https://twitter.com/valsartan40mg,cobalah ini kan niat mo bikin universe aksen dan skript pemain buat bahasa jawanya dibenerin dulu minimal kek tisa biani di kkn desa penari itu dah paling mending gak asal campur campur kek hari itu kita muleh ,negatif,coba niat mo bikin universe aksen skript main bahasa jawanya dibenerin minimal kek tisa biani kkn desa tari dah mending gak campur campur kek muleh,0.0,netral,0.4666666666666667,0.033333333333333326,positif
https://twitter.com/lllyzlh,kkn desa penari pun takberani nak tengok apatah lagi yang terbaru ini,negatif,kkn desa tari takberani nak tengok baru,0.0,netral,0.0,0.0,netral
https://twitter.com/ayrasaurus,and then semalam tengok kkn desa penari with my housemate lepastu sama naik dedua menjerit hahaha him babiii this is why i hateee watching movies like keluaaar segala saka pondan aku la kakak,negatif,malam tengok kkn desa tari housemate lepastu dedua jerit hahaha babiii hateee watching movies like keluaaar saka pondan la kakak,0.7269,positif,0.4,0.2,positif
https://twitter.com/peachysjaehyuns,boysplanetarea bagus nder bagus buat di evil editing pake lagu kkn desa penari,positif,boysplanetarea bagus nder bagus evil editing pake lagu kkn desa tari,-0.6597,negatif,1.0,-1.0,negatif
https://twitter.com/ana_pastr,bayuisa moviemenfes moro maleh desone koyo kkn desa penari enek demit e wkwkwkwkwk,negatif,bayuisa moviemenfes moro maleh desone koyo kkn desa tari enek demit e wkwkwkwkwk,0.0,netral,0.0,0.0,netral
https://twitter.com/MichelleMPhilip,thmdn kkn desa penari pun tak tengok lagi ,netral,thmdn kkn desa tari tengok,0.0,netral,0.0,0.0,netral
https://twitter.com/khalimskdyh,jekeygemes habisnontonfilm nah kan seng nulis kuwi ki penulise podo karo penulis kkn desa penari to mba dan seng ditulis ki kadang enek seng didramatisir ditambah kurang biar menarik ngunu tp lk menurute smn kira ng dunia iki seng kita kenal kira kejadian ngunu ki riil pora ya,negatif,jekeygemes habisnontonfilm seng nulis kuwi ki penulise podo karo tulis kkn desa tari mba seng tulis ki kadang enek seng didramatisir tambah biar tarik ngunu tp lk menurute smn ng dunia iki seng kenal jadi ngunu ki riil pora ya,0.0,netral,0.0,0.0,netral
https://twitter.com/haziqamiran,producer and author kkn desa penari ok next,positif,producer author kkn desa tari ok next,0.296,positif,0.25,0.25,positif
https://twitter.com/KannKamiko,masalahnya kkn desa penari pun takde la seram mana it was meh in my opinion tengok semata² sbb viral n org ckp huha hebat sgt tapi to me it was mehhhhh when it comes to horror you cant beat the conjuring franchise weiiiiiiii or anything by james wan,positif,kkn desa tari takde la seram meh opinion tengok semata sbb viral n org ckp huha hebat sgt mehhhhh comes horror cant beat conjuring franchise weiiiiiiii anything james wan,-0.6124,negatif,0.15000000000000002,-0.2,negatif
https://twitter.com/Otwmasananti,unmagnetism kek lokasi kkn desa penari,netral,unmagnetism kek lokasi kkn desa tari,0.0,netral,0.0,0.0,netral
https://twitter.com/aprilboyhwa,ancrit gue ga nyimpen lg foto tiket nonton kkn di desa penari,netral,ancrit gue ga nyimpen lg foto tiket nonton kkn desa tari,0.0,netral,0.0,0.0,netral
https://twitter.com/myowniece,saya kan takut citer mistik nak menonton tu idok ler tapi kalau baca suka i read the story already masa desa penari tengah hot seram tapi bawa pengajaran,netral,takut citer mistik nak tonton tu idok ler baca suka read story already desa tari hot seram bawa ajar,0.0,netral,0.8500000000000001,0.25,positif
https://twitter.com/mrcreepyposta,sama seperti kkn di desa penari sewu dino juga merupakan adaptasi dari thread yang dibuat oleh akaun twitter simpleman simpleman mengakui sewu dino lebih menyeramkan apatah lagi ia diangkat dari kisah benar,netral,kkn desa tari sewu dino adaptasi thread akaun twitter simpleman simpleman aku sewu dino seram angkat kisah,0.0,netral,0.0,0.0,netral
https://twitter.com/mrcreepyposta,filem horror terbaharu ini merupakan garapan dari md pictures yang pernah menerbitkan kkn di desa penari sambutan luar biasa terhadap kkn membuatkan para peminat turut meletakkan harapan tinggi terhadap sewu dino,positif,filem horror baharu garap md pictures terbit kkn desa tari sambut kkn buat minat letak harap sewu dino,-0.5719,negatif,0.0,0.0,netral
https://twitter.com/koffinkanxer,kena tengok ni dari studio yang sama penulis yang sama kkn desa penari,netral,kena tengok ni studio tulis kkn desa tari,0.0,netral,0.0,0.0,netral
https://twitter.com/rnmore_,geovanrv twitter gpp army masuk dunia lain kaya kkn di desa penari,netral,geovanrv twitter gpp army masuk dunia kaya kkn desa tari,0.0,netral,0.0,0.0,netral
https://twitter.com/AKFelicia,thundeirbolts watchmenid ini yg pernah aku baca isinya bukan kyk baca cerita kkn desa penari ya sebenernya lebih ke pengajaran agama katolik god vs demons bahwa setan itu ada dan bisa bermanifestasi dlm tubuh manusia sesuai pengalaman si romo monggo klo mau baca biar lbh mengenal ajaran katolik https t co wwp qupp j,negatif,thundeirbolts watchmenid yg baca isi kyk baca cerita kkn desa tari ya sebenernya ajar agama katolik god vs demons setan manifestasi dlm tubuh manusia sesuai alam si romo monggo klo baca biar lbh kenal ajar katolik https co wwp qupp j,0.2732,positif,0.0,0.0,netral
https://twitter.com/idbcpr,meme indonesia pln di desa penari by pln id https t co byg sjsv t https t co nqsqfqbqyj,netral,meme indonesia pln desa tari pln id https co byg sjsv https co nqsqfqbqyj,0.0,netral,0.0,0.0,netral
https://twitter.com/haekaladzani,kalah sama kkn di desa penari,netral,kalah kkn desa tari,0.0,netral,0.0,0.0,netral
https://twitter.com/GYRODROP_,kagebuncin kek kkn desa penari jam,netral,kagebuncin kek kkn desa tari jam,0.0,netral,0.0,0.0,netral
https://twitter.com/sylthelords,gewlud ya lu kira yg kesurupan di desa penari doang ajg,negatif,gewlud ya lu yg surup desa tari doang ajg,0.0,netral,0.0,0.0,netral
https://twitter.com/gewlud,sylthelords gue gk kkn di desa penari ya ajg,negatif,sylthelords gue gk kkn desa tari ya ajg,0.0,netral,0.0,0.0,netral
https://twitter.com/damdaaamm,sewudino rating menit lebaran april the longest kimo s movie he s ever helm lesson learned from kkn di desa penari hopefully it s nicely paced https t co kbjjqpdl x,netral,sewudino rating menit lebaran april longest kimo movie ever helm lesson learned kkn desa tari hopefully nicely paced https co kbjjqpdl x,0.6808,positif,1.0,0.6,positif
https://twitter.com/betri_yanti,teman yang udah nonton film kkn desa penari mohon bantuannya buat isi kuesioner penelitian saya ya https t co e oe obo a,netral,teman udah nonton film kkn desa tari mohon bantu isi kuesioner teliti ya https co e oe obo,0.0,netral,0.0,0.0,netral
https://twitter.com/quantipian,apathoni aglioelio we cannot help that ada apa dengan cinta ayat ayat cinta tenggelamnya kapan van der wijck pengabdi setan kkn di desa penari and other indonesian films became top box office in malaysia but not vice versa,netral,apathoni aglioelio help cinta ayat ayat cinta tenggelam van der wijck abdi setan kkn desa tari indonesian films became top box office malaysia vice versa,0.5423,positif,0.5,0.5,positif
https://twitter.com/yanapuad94,malam tadi layan la cerita kkn desa penari sebab husband tak penah tengok lgi,netral,malam layan la cerita kkn desa tari husband penah tengok lgi,0.0,netral,0.0,0.0,netral
https://twitter.com/ManojPunjabiCom,kkn di desa penari official teaser segera di bioskop https t co gngzs cg k,netral,kkn desa tari official teaser bioskop https co gngzs cg k,-0.25,negatif,0.0,0.0,netral
https://twitter.com/ManojPunjabiCom,kkn di desa penari official trailer segera di bioskop https t co hhviulsflp,netral,kkn desa tari official trailer bioskop https co hhviulsflp,0.0,netral,0.0,0.0,netral
https://twitter.com/justkimnana,yg aku bersyukur ga jadi nonton di bioskop aja deh ya banyak nih sri asih ghost hunter perempuan tahan jahannam abigail kkn desa penari,netral,yg syukur ga nonton bioskop aja deh ya nih sri asih ghost hunter perempuan tahan jahannam abigail kkn desa tari,-0.3182,negatif,0.0,0.0,netral
https://twitter.com/DOYGANZ,kmrn sempet nonton ivana kkn desa penari perempuan bergaun merah wkwk,netral,kmrn sempet nonton ivana kkn desa tari perempuan gaun merah wkwk,0.0,netral,0.0,0.0,netral
https://twitter.com/grogggs,mekimasan lagu kkn desa penari,netral,mekimasan lagu kkn desa tari,0.0,netral,0.0,0.0,netral
https://twitter.com/afrdfthma,ni kat filem kkn di desa penari seriau bila fikir filem tu berdasarkan kisah benar,netral,ni kat filem kkn desa tari seriau fikir filem tu dasar kisah,0.0,netral,0.0,0.0,netral
https://twitter.com/AhmadAqlanMohd,kkn desa penari tuu haha,netral,kkn desa tari tuu haha,0.4588,positif,0.3,0.2,positif
https://twitter.com/RalphSpoon,airil kemain yer wahai penari canggur desa https t co cqwbczugc ,netral,airil main yer tari canggur desa https co cqwbczugc,0.0,netral,0.3333333333333333,0.16666666666666666,positif
https://twitter.com/SatriaWGP,moviemenfes kkn desa penari,netral,moviemenfes kkn desa tari,0.0,netral,0.0,0.0,netral
https://twitter.com/mhdlma,wahiwuutt irfansatria macam kkn desa penari lah cite ni,netral,wahiwuutt irfansatria kkn desa tari cite ni,0.0,netral,0.0,0.0,netral
https://twitter.com/NakLantamBunCor,goodrecom ini limited edition gan edisi kkn desa penari cuman ada di dunia,positif,goodrecom limited edition gan edisi kkn desa tari cuman dunia,-0.2263,negatif,0.14285714285714285,-0.07142857142857142,negatif
https://twitter.com/lynnscarf__,ni bukan dalam desa penari ke ahahahaha ,netral,ni desa tari ahahahaha,0.0,netral,0.0,0.0,netral
https://twitter.com/ruslaaayyy,bcotieaja moviemenfes emang bagus ajasih ga overrated yang overrated tu kkn desa penari,positif,bcotieaja moviemenfes emang bagus ajasih ga overrated overrated tu kkn desa tari,0.0,netral,0.0,0.0,netral
https://twitter.com/tehmaytow,yang movie desa penari ni aku stress betul tengok kampung dia semak samun gitu,negatif,movie desa tari ni stress tengok kampung semak samun gitu,-0.4215,negatif,0.0,0.0,netral
https://twitter.com/mandarinlatte_,mcm movie desa penari tu ka,netral,mcm movie desa tari tu ka,0.0,netral,0.0,0.0,netral
https://twitter.com/pitothepi,ni mcm citer kkn desa penari ke,netral,ni mcm citer kkn desa tari,0.0,netral,0.0,0.0,netral
https://twitter.com/lkmrlya,irfansatria datukhensem ni cerita kkn desa penari ,netral,irfansatria datukhensem ni cerita kkn desa tari,0.0,netral,0.0,0.0,netral
https://twitter.com/loopexxx,irfansatria datukhensem ini ini ini sama macam cerita kkn desa penari ni kopi pahit rasa manis sbb ada jin yg target dia yg jin xtarget xleh minum kopi pahit tu,negatif,irfansatria datukhensem cerita kkn desa tari ni kopi pahit manis sbb jin yg target yg jin xtarget xleh minum kopi pahit tu,0.0,netral,0.0,0.0,netral
https://twitter.com/ifarinaz_,irfansatria datukhensem macam dalam cerita kkn desa penari tu ya,netral,irfansatria datukhensem cerita kkn desa tari tu ya,0.0,netral,0.0,0.0,netral
